nworkers,time,speedup,efficiency
1,38240.0,1.0,100.0
2,12980.0,2.947,147.3
4,12040.0,3.177,79.42
6,8781.0,4.355,72.58
8,7885.0,4.849,60.62
10,5254.0,7.278,72.78
12,4675.0,8.179,68.16
14,2101.0,18.2,130.0
16,2189.0,17.47,109.2
24,2653.0,14.41,60.05
32,2498.0,15.31,47.85
