nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,43950.0,3.344,167.2
6,15340.0,9.583,159.7
8,12210.0,12.04,150.4
10,10850.0,13.55,135.5
12,8819.0,16.67,138.9
14,7249.0,20.28,144.8
16,6401.0,22.96,143.5
24,8012.0,18.35,76.45
32,6555.0,22.42,70.07
