nworkers,time,speedup,efficiency
1,243.1,1.0,100.0
2,311.9,0.7793,38.96
4,117.1,2.076,51.89
6,83.38,2.915,48.59
8,79.8,3.046,38.07
10,98.69,2.463,24.63
12,84.88,2.864,23.86
14,81.83,2.97,21.22
16,70.28,3.459,21.62
24,81.77,2.973,12.39
32,826.3,0.2941,0.9192
