nworkers,time,speedup,efficiency
1,243.1,1.0,100.0
2,128.7,1.889,94.46
4,69.26,3.509,87.73
6,85.98,2.827,47.11
8,42.48,5.722,71.53
10,41.14,5.908,59.08
12,57.08,4.259,35.49
14,43.69,5.564,39.74
16,52.91,4.594,28.71
24,35.62,6.824,28.43
32,190.1,1.279,3.996
