nworkers,time,speedup,efficiency
1,38240.0,1.0,100.0
2,14820.0,2.581,129.0
4,7569.0,5.052,126.3
6,5383.0,7.104,118.4
8,8333.0,4.589,57.36
10,3095.0,12.36,123.6
12,2808.0,13.62,113.5
14,5134.0,7.448,53.2
16,4322.0,8.847,55.29
24,3233.0,11.83,49.29
32,2656.0,14.4,44.99
