nworkers,time,speedup,efficiency
1,1922.0,1.0,100.0
2,2661.0,0.7223,36.12
4,585.7,3.281,82.03
6,406.7,4.725,78.75
8,329.9,5.825,72.81
10,309.1,6.219,62.19
12,559.7,3.434,28.62
14,1369.0,1.404,10.03
16,2018.0,0.9525,5.953
24,2239.0,0.8584,3.577
32,2956.0,0.6502,2.032
