nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,115000.0,1.278,63.89
4,50190.0,2.929,73.22
6,29080.0,5.055,84.25
8,23690.0,6.204,77.55
10,20100.0,7.312,73.12
12,17390.0,8.452,70.43
14,16300.0,9.02,64.43
16,15040.0,9.773,61.08
24,17930.0,8.197,34.15
32,16740.0,8.78,27.44
