nworkers,time,speedup,efficiency
1,243.1,1.0,100.0
2,116.4,2.088,104.4
4,63.24,3.844,96.09
6,60.99,3.985,66.42
8,40.23,6.041,75.52
10,36.15,6.724,67.24
12,58.46,4.158,34.65
14,140.3,1.733,12.38
16,28.83,8.43,52.69
24,55.28,4.397,18.32
32,104.2,2.333,7.29
