nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,78080.0,1.883,94.13
4,47980.0,3.063,76.59
6,52260.0,2.813,46.88
6,28250.0,5.204,86.73
8,40560.0,3.624,45.3
8,26150.0,5.622,70.27
10,21870.0,6.721,67.21
10,20070.0,7.322,73.22
12,34350.0,4.28,35.66
12,16990.0,8.651,72.09
14,15800.0,9.305,66.47
14,23680.0,6.207,44.34
16,44250.0,3.322,20.76
16,15890.0,9.251,57.82
24,43040.0,3.415,14.23
24,15510.0,9.475,39.48
32,36930.0,3.981,12.44
32,14650.0,10.03,31.35
