nworkers,time,speedup,efficiency
1,38240.0,1.0,100.0
2,14610.0,2.617,130.8
4,8890.0,4.301,107.5
6,10470.0,3.652,60.86
8,8224.0,4.65,58.12
10,4766.0,8.023,80.23
12,8213.0,4.656,38.8
14,2520.0,15.17,108.4
16,4048.0,9.446,59.04
24,2775.0,13.78,57.42
32,2315.0,16.52,51.63
