nworkers,time,speedup,efficiency
1,243.1,1.0,100.0
2,126.6,1.92,96.02
4,86.3,2.816,70.41
6,53.67,4.529,75.48
8,67.15,3.62,45.25
10,39.49,6.155,61.55
12,51.86,4.687,39.06
14,56.79,4.28,30.57
16,42.37,5.736,35.85
24,46.97,5.174,21.56
32,655.4,0.3708,1.159
