nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,51900.0,2.832,141.6
4,25270.0,5.817,145.4
6,17680.0,8.315,138.6
6,17680.0,8.314,138.6
8,13760.0,10.69,133.6
8,13010.0,11.3,141.3
10,11340.0,12.96,129.6
10,11750.0,12.51,125.1
12,17700.0,8.306,69.22
12,9754.0,15.07,125.6
14,9151.0,16.06,114.7
14,8504.0,17.28,123.5
16,13920.0,10.56,65.99
16,7576.0,19.4,121.3
24,9860.0,14.91,62.11
24,9363.0,15.7,65.42
32,13610.0,10.8,33.76
32,7668.0,19.17,59.91
