N,nworkers,policy,tileSize,chunkSize,time,checksum
6000,14,2,4,1,15363.3,3687649
6000,14,2,8,1,12945.9,3687649
6000,16,2,1,1,44253.1,3687649
6000,16,2,4,1,13494,3687649
6000,16,2,8,1,8735.88,3687649
6000,24,2,1,1,43037.7,3687649
6000,24,2,4,1,24728.5,3687649
6000,24,2,8,1,9233.82,3687649
6000,32,2,1,1,36928.4,3687649
6000,32,2,4,1,18466.1,3687649
6000,32,2,8,1,18239.9,3687649
6000,1,3,1,32,155164,3687649
6000,1,3,1,64,177887,3687649
6000,1,3,1,128,157742,3687649
6000,1,3,4,32,95998.6,3687649
6000,1,3,4,64,93398.4,3687649
6000,1,3,4,128,95294.4,3687649
6000,1,3,8,32,86268.9,3687649
6000,1,3,8,64,86250.9,3687649
6000,1,3,8,128,84817.9,3687649
6000,2,3,1,32,79381.1,3687649
6000,2,3,1,64,77543,3687649
6000,2,3,1,128,79712.5,3687649
6000,2,3,4,32,48191.2,3687649
6000,2,3,4,64,48180.9,3687649
6000,2,3,4,128,48584.5,3687649
6000,2,3,8,32,43953.5,3687649
6000,2,3,8,64,45086.3,3687649
6000,2,3,8,128,43640.5,3687649
6000,4,3,1,32,41558.3,3687649
6000,4,3,1,64,42133.5,3687649
6000,4,3,1,128,40676.1,3687649
6000,4,3,4,32,25855.1,3687649
6000,4,3,4,64,24699.7,3687649
6000,6,1,1,1,29079.2,3687649
6000,6,1,4,1,17681.1,3687649
6000,6,1,8,1,14821.9,3687649
6000,8,1,1,1,23692.1,3687649
6000,8,1,4,1,13756.9,3687649
6000,8,1,8,1,12019.9,3687649
6000,10,1,1,1,20103,3687649
6000,10,1,4,1,11749.4,3687649
6000,10,1,8,1,9846.51,3687649
6000,12,1,1,1,17391.7,3687649
6000,12,1,4,1,9754.23,3687649
6000,12,1,8,1,8010.14,3687649
6000,14,1,1,1,16295.9,3687649
6000,14,1,4,1,9150.87,3687649
6000,14,1,8,1,7110.64,3687649
6000,16,1,1,1,15040.4,3687649
6000,16,1,4,1,7575.56,3687649
6000,16,1,8,1,11619,3687649
6000,24,1,1,1,18452.3,3687649
6000,24,1,4,1,9362.72,3687649
6000,24,1,8,1,8188.1,3687649
6000,32,1,1,1,19810.6,3687649
6000,32,1,4,1,7667.67,3687649
6000,32,1,8,1,9374.76,3687649
6000,6,2,1,1,28248.3,3687649
6000,6,2,4,1,17996.6,3687649
6000,6,2,8,1,15470.9,3687649
6000,8,2,1,1,40562.3,3687649
6000,8,2,4,1,14859.1,3687649
6000,8,2,8,1,23767.9,3687649
6000,10,2,1,1,20074.8,3687649
6000,10,2,4,1,11772.6,3687649
6000,10,2,8,1,9685.02,3687649
6000,12,2,1,1,16991,3687649
6000,12,2,4,1,9779.93,3687649
6000,12,2,8,1,7974,3687649
6000,14,2,1,1,15796.8,3687649
6000,14,2,4,1,8063.62,3687649
6000,14,2,8,1,7176.95,3687649
6000,16,2,1,1,15890.3,3687649
6000,16,2,4,1,7368.49,3687649
6000,16,2,8,1,6415.54,3687649
6000,24,2,1,1,15514,3687649
6000,24,2,4,1,9529.11,3687649
6000,24,2,8,1,7982.78,3687649
6000,32,2,1,1,14651.4,3687649
6000,32,2,4,1,7628.84,3687649
6000,32,2,8,1,6433.3,3687649
6000,6,3,1,32,31617.5,3687649
6000,6,3,1,64,31238.6,3687649
6000,6,3,1,128,29230.1,3687649
6000,6,3,4,32,17217.8,3687649
6000,6,3,4,64,17178.8,3687649
6000,6,3,4,128,16937.9,3687649
6000,6,3,8,32,15339.1,3687649
6000,6,3,8,64,14903,3687649
6000,6,3,8,128,15562.1,3687649
6000,8,3,1,32,24668.3,3687649
6000,8,3,1,64,41999.3,3687649
6000,8,3,1,128,25127.2,3687649
6000,8,3,4,32,26069.8,3687649
6000,8,3,4,64,14460.1,3687649
6000,8,3,4,128,25115.9,3687649
6000,8,3,8,32,12213.1,3687649
6000,8,3,8,64,11429,3687649
6000,8,3,8,128,11564.3,3687649
6000,10,3,1,32,18816.1,3687649
6000,10,3,1,64,21245.7,3687649
6000,10,3,1,128,21455.1,3687649
6000,10,3,4,32,10928.1,3687649
6000,10,3,4,64,11322.5,3687649
6000,10,3,4,128,10600.3,3687649
6000,10,3,8,32,10852,3687649
6000,10,3,8,64,9526.45,3687649
6000,10,3,8,128,10374.2,3687649
6000,12,3,1,32,16821,3687649
6000,12,3,1,64,18837.1,3687649
6000,12,3,1,128,17856.6,3687649
6000,12,3,4,32,9321.36,3687649
6000,12,3,4,64,10108.1,3687649
6000,12,3,4,128,9285.12,3687649
6000,12,3,8,32,8819.31,3687649
6000,12,3,8,64,8938.13,3687649
6000,12,3,8,128,9176.35,3687649
6000,14,3,1,32,17704,3687649
6000,14,3,1,64,24416,3687649
6000,14,3,1,128,16226.8,3687649
6000,14,3,4,32,15493.1,3687649
6000,14,3,4,64,8194.95,3687649
6000,14,3,4,128,15600.3,3687649
6000,14,3,8,32,7249.41,3687649
6000,14,3,8,64,14175,3687649
6000,14,3,8,128,7265.44,3687649
6000,16,3,1,32,21399.4,3687649
6000,16,3,1,64,14816.1,3687649
6000,16,3,1,128,15558.7,3687649
6000,16,3,4,32,7476.67,3687649
6000,16,3,4,64,7618.78,3687649
6000,16,3,4,128,7157.6,3687649
6000,16,3,8,32,6401.23,3687649
6000,16,3,8,64,6351.1,3687649
6000,16,3,8,128,6656.25,3687649
6000,24,3,1,32,18080.1,3687649
6000,24,3,1,64,17950.1,3687649
6000,24,3,1,128,15208.3,3687649
6000,24,3,4,32,9542.43,3687649
6000,24,3,4,64,8840.45,3687649
6000,24,3,4,128,9460.52,3687649
6000,24,3,8,32,8012.02,3687649
6000,24,3,8,64,8103.19,3687649
6000,24,3,8,128,8042.95,3687649
6000,32,3,1,32,18236.1,3687649
6000,32,3,1,64,17388.6,3687649
6000,32,3,1,128,14840.4,3687649
6000,32,3,4,32,8332.88,3687649
6000,32,3,4,64,7633.27,3687649
6000,32,3,4,128,10445.7,3687649
6000,32,3,8,32,6555.29,3687649
6000,32,3,8,64,9362.44,3687649
6000,32,3,8,128,6454.3,3687649
8000,1,0,1,1,380753,6473351
8000,1,0,4,1,380205,6473351
8000,1,0,8,1,380279,6473351
8000,1,1,1,1,382112,6473351
8000,1,1,4,1,248386,6473351
8000,1,1,8,1,219110,6473351
8000,2,1,1,1,202793,6473351
8000,2,1,4,1,126474,6473351
8000,2,1,8,1,113524,6473351
8000,4,1,1,1,120983,6473351
8000,4,1,4,1,66789.6,6473351
8000,4,1,8,1,61173.6,6473351
8000,6,1,1,1,75252.1,6473351
8000,6,1,4,1,45865.7,6473351
8000,6,1,8,1,39387.9,6473351
8000,8,1,1,1,59099.1,6473351
8000,8,1,4,1,36983.3,6473351
8000,8,1,8,1,31388.2,6473351
