nworkers,time,speedup,efficiency
1,38240.0,1.0,100.0
2,25850.0,1.479,73.97
4,9467.0,4.039,101.0
6,6795.0,5.628,93.8
8,8339.0,4.586,57.32
10,6981.0,5.477,54.77
12,5527.0,6.919,57.66
14,2413.0,15.85,113.2
16,4382.0,8.726,54.53
24,3103.0,12.32,51.35
32,3701.0,10.33,32.29
