nworkers,time,speedup,efficiency
1,1922.0,1.0,100.0
2,2150.0,0.8938,44.69
4,538.2,3.571,89.28
6,331.1,5.804,96.73
8,249.8,7.694,96.17
10,496.4,3.872,38.72
12,403.9,4.758,39.65
14,1461.0,1.315,9.394
16,1642.0,1.17,7.315
24,1725.0,1.114,4.641
32,1793.0,1.072,3.35
