nworkers,time,speedup,efficiency
1,38240.0,1.0,100.0
2,39470.0,0.9687,48.44
4,12810.0,2.985,74.62
6,9098.0,4.203,70.05
8,13820.0,2.766,34.58
10,12580.0,3.039,30.39
12,12200.0,3.134,26.12
14,15480.0,2.469,17.64
16,5797.0,6.596,41.22
24,4638.0,8.245,34.35
32,3609.0,10.6,33.11
