nworkers,time,speedup,efficiency
1,1922.0,1.0,100.0
2,946.8,2.03,101.5
4,1146.0,1.676,41.91
6,370.3,5.19,86.51
8,438.2,4.386,54.83
10,243.2,7.904,79.04
12,475.9,4.039,33.65
14,189.1,10.17,72.61
16,338.2,5.683,35.52
24,274.5,7.002,29.17
32,229.0,8.393,26.23
