nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,79380.0,1.852,92.59
4,41560.0,3.537,88.43
6,31620.0,4.649,77.49
8,24670.0,5.959,74.49
10,18820.0,7.812,78.12
12,16820.0,8.739,72.82
14,17700.0,8.303,59.31
16,21400.0,6.869,42.93
24,18080.0,8.13,33.88
32,18240.0,8.061,25.19
