nworkers,time,speedup,efficiency
1,243.1,1.0,100.0
2,124.6,1.951,97.54
6,51.26,4.742,79.03
8,92.33,2.633,32.91
10,74.55,3.261,32.61
12,33.69,7.215,60.13
14,46.9,5.183,37.02
16,131.7,1.845,11.53
24,34.51,7.043,29.35
32,616.9,0.394,1.231
