nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,77540.0,1.896,94.78
4,42130.0,3.489,87.22
6,31240.0,4.706,78.43
8,42000.0,3.5,43.75
10,21250.0,6.919,69.19
12,18840.0,7.803,65.03
14,24420.0,6.02,43.0
16,14820.0,9.921,62.01
24,17950.0,8.189,34.12
32,17390.0,8.454,26.42
