nworkers,time,speedup,efficiency
1,1922.0,1.0,100.0
2,1164.0,1.651,82.55
4,1934.0,0.994,24.85
6,926.2,2.075,34.58
8,705.9,2.723,34.03
10,1883.0,1.021,10.21
12,534.5,3.596,29.97
14,449.8,4.273,30.52
16,1906.0,1.008,6.303
24,551.0,3.488,14.53
32,325.2,5.91,18.47
