nworkers,time,speedup,efficiency
1,243.1,1.0,100.0
2,141.4,1.719,85.94
4,96.5,2.519,62.97
6,128.8,1.887,31.45
8,92.39,2.631,32.88
10,55.7,4.364,43.64
12,94.06,2.584,21.53
14,124.2,1.957,13.98
16,103.9,2.34,14.63
24,80.64,3.014,12.56
32,106.3,2.288,7.148
