nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,48190.0,3.05,152.5
4,25860.0,5.685,142.1
6,17220.0,8.537,142.3
8,26070.0,5.639,70.48
10,10930.0,13.45,134.5
12,9321.0,15.77,131.4
14,15490.0,9.488,67.77
16,7477.0,19.66,122.9
24,9542.0,15.4,64.18
32,8333.0,17.64,55.13
