nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,45670.0,3.218,160.9
4,33190.0,4.429,110.7
6,41890.0,3.509,58.48
6,15470.0,9.501,158.4
8,23770.0,6.185,77.31
8,33910.0,4.335,54.19
10,9937.0,14.79,147.9
10,9685.0,15.18,151.8
12,8064.0,18.23,151.9
12,7974.0,18.43,153.6
14,7177.0,20.48,146.3
14,12950.0,11.35,81.1
16,8736.0,16.83,105.2
16,6416.0,22.91,143.2
24,9234.0,15.92,66.33
24,7983.0,18.41,76.73
32,18240.0,8.059,25.18
32,6433.0,22.85,71.4
