nworkers,time,speedup,efficiency
1,243.1,1.0,100.0
2,143.6,1.693,84.64
4,84.71,2.869,71.73
6,118.6,2.05,34.16
8,61.03,3.983,49.78
10,61.23,3.97,39.7
12,106.2,2.288,19.07
14,114.1,2.131,15.22
16,64.18,3.787,23.67
24,151.4,1.606,6.69
32,121.3,2.004,6.264
