nworkers,time,speedup,efficiency
1,1922.0,1.0,100.0
2,969.9,1.982,99.08
4,488.7,3.933,98.32
6,323.2,5.946,99.1
8,281.2,6.834,85.43
10,202.5,9.49,94.9
12,192.6,9.977,83.14
14,168.7,11.39,81.37
16,226.2,8.497,53.11
24,237.2,8.103,33.76
32,230.8,8.328,26.03
