nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,48180.0,3.051,152.5
4,24700.0,5.951,148.8
6,17180.0,8.557,142.6
8,14460.0,10.17,127.1
10,11320.0,12.98,129.8
12,10110.0,14.54,121.2
14,8195.0,17.94,128.1
16,7619.0,19.29,120.6
24,8840.0,16.63,69.28
32,7633.0,19.26,60.18
