nworkers,time,speedup,efficiency
1,38240.0,1.0,100.0
2,21960.0,1.742,87.08
4,11080.0,3.45,86.24
6,12110.0,3.157,52.61
8,7113.0,5.376,67.2
10,5650.0,6.768,67.68
12,4167.0,9.176,76.46
14,5881.0,6.502,46.44
16,3004.0,12.73,79.55
24,3673.0,10.41,43.37
32,3578.0,10.69,33.4
