nworkers,time,speedup,efficiency
1,1922.0,1.0,100.0
2,1034.0,1.858,92.91
4,555.5,3.46,86.5
6,360.5,5.332,88.86
8,258.3,7.441,93.01
10,697.2,2.757,27.57
12,398.2,4.827,40.22
14,939.3,2.046,14.61
16,959.6,2.003,12.52
24,246.1,7.81,32.54
32,998.6,1.925,6.014
