nworkers,time,speedup,efficiency
1,243.1,1.0,100.0
2,144.1,1.687,84.33
4,91.78,2.648,66.21
6,100.3,2.424,40.4
8,134.4,1.809,22.61
10,71.95,3.378,33.78
12,97.66,2.489,20.74
14,88.75,2.739,19.56
16,68.33,3.557,22.23
24,105.4,2.305,9.606
32,786.9,0.3089,0.9652
