nworkers,time,speedup,efficiency
1,1922.0,1.0,100.0
2,1073.0,1.792,89.59
4,2098.0,0.9162,22.91
6,917.5,2.095,34.91
8,732.6,2.623,32.79
10,1964.0,0.9784,9.784
12,2129.0,0.9027,7.522
14,444.8,4.321,30.86
16,1876.0,1.024,6.402
24,1360.0,1.413,5.887
32,343.1,5.601,17.5
