nworkers,time,speedup,efficiency
1,243.1,1.0,100.0
2,136.5,1.78,89.02
4,64.16,3.788,94.71
6,58.84,4.131,68.85
8,49.87,4.874,60.92
10,48.21,5.042,50.42
12,85.35,2.848,23.73
14,42.54,5.714,40.81
16,37.68,6.45,40.31
24,139.2,1.746,7.275
32,90.55,2.684,8.388
