nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,79710.0,1.844,92.2
4,40680.0,3.614,90.34
6,29230.0,5.029,83.81
8,25130.0,5.85,73.13
10,21460.0,6.851,68.51
12,17860.0,8.232,68.6
14,16230.0,9.059,64.71
16,15560.0,9.448,59.05
24,15210.0,9.665,40.27
32,14840.0,9.905,30.95
