nworkers,time,speedup,efficiency
1,38240.0,1.0,100.0
2,27870.0,1.372,68.61
4,14550.0,2.628,65.7
6,12220.0,3.129,52.15
8,15320.0,2.497,31.21
10,10440.0,3.662,36.62
12,13590.0,2.813,23.44
14,11940.0,3.203,22.88
16,4248.0,9.002,56.26
24,4228.0,9.044,37.68
32,3409.0,11.22,35.05
