nworkers,time,speedup,efficiency
1,1922.0,1.0,100.0
2,998.6,1.925,96.23
4,528.8,3.635,90.86
6,339.4,5.663,94.38
8,250.6,7.671,95.88
10,510.0,3.768,37.68
12,408.9,4.701,39.17
14,1457.0,1.319,9.423
16,1563.0,1.23,7.687
24,1773.0,1.084,4.516
32,1791.0,1.073,3.353
