nworkers,time,speedup,efficiency
1,38240.0,1.0,100.0
2,21930.0,1.743,87.17
4,7020.0,5.447,136.2
6,9933.0,3.85,64.16
8,8912.0,4.291,53.63
10,5812.0,6.58,65.8
12,3997.0,9.567,79.72
14,4035.0,9.478,67.7
16,2106.0,18.16,113.5
24,2445.0,15.64,65.16
32,2005.0,19.07,59.6
