nworkers,time,speedup,efficiency
1,38240.0,1.0,100.0
2,12800.0,2.988,149.4
4,6888.0,5.551,138.8
6,9181.0,4.165,69.42
8,3515.0,10.88,136.0
10,5917.0,6.462,64.62
12,5208.0,7.342,61.18
14,2200.0,17.38,124.1
16,2878.0,13.29,83.04
24,2682.0,14.26,59.41
32,4129.0,9.262,28.94
