nworkers,time,speedup,efficiency
1,147000.0,1.0,100.0
2,48580.0,3.026,151.3
6,16940.0,8.678,144.6
8,25120.0,5.853,73.16
10,10600.0,13.87,138.7
12,9285.0,15.83,131.9
14,15600.0,9.423,67.3
16,7158.0,20.54,128.4
24,9461.0,15.54,64.74
32,10450.0,14.07,43.98
