nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,26270.0,2.011,100.5
4,13030.0,4.055,101.4
6,8755.0,6.033,100.5
8,6767.0,7.805,97.57
10,5436.0,9.715,97.15
12,4556.0,11.59,96.6
14,3965.0,13.32,95.15
16,3494.0,15.11,94.47
24,2454.0,21.52,89.68
32,1937.0,27.27,85.21
