nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,315700.0,1.934,96.71
4,164700.0,3.709,92.72
6,104900.0,5.819,96.99
8,85970.0,7.103,88.79
10,63460.0,9.624,96.24
12,55530.0,11.0,91.64
14,48560.0,12.58,89.82
16,46240.0,13.21,82.55
24,28500.0,21.43,89.29
32,36070.0,16.93,52.91
