nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1149.0,2.56,128.0
4,585.1,5.027,125.7
6,385.8,7.624,127.1
8,298.2,9.864,123.3
10,251.3,11.7,117.0
12,218.9,13.43,111.9
14,198.0,14.85,106.1
16,178.8,16.45,102.8
24,143.4,20.51,85.44
32,135.3,21.75,67.95
