nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,27350.0,1.931,96.56
4,13500.0,3.912,97.81
6,8878.0,5.949,99.15
8,6902.0,7.652,95.65
10,5474.0,9.649,96.49
12,4497.0,11.75,97.88
14,3966.0,13.32,95.11
16,3498.0,15.1,94.36
24,2424.0,21.78,90.77
32,1914.0,27.59,86.22
