nworkers,time,speedup,efficiency
1,203.2,1.0,100.0
2,110.5,1.84,91.99
4,60.83,3.341,83.52
6,44.09,4.61,76.83
8,36.3,5.598,69.98
10,32.4,6.273,62.73
12,30.25,6.718,55.98
14,28.77,7.063,50.45
16,27.89,7.287,45.54
24,26.18,7.763,32.35
32,26.67,7.619,23.81
