nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,7387.0,2.124,106.2
4,3769.0,4.163,104.1
6,2506.0,6.261,104.3
8,1902.0,8.249,103.1
10,1563.0,10.04,100.4
12,1298.0,12.09,100.7
14,1118.0,14.03,100.2
16,1025.0,15.31,95.67
24,715.2,21.94,91.41
32,580.5,27.03,84.46
