nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,25900.0,2.039,102.0
4,13390.0,3.944,98.59
6,8939.0,5.908,98.47
8,6765.0,7.807,97.58
10,5437.0,9.715,97.15
12,4572.0,11.55,96.26
14,3959.0,13.34,95.29
16,3514.0,15.03,93.94
24,2419.0,21.83,90.96
32,1920.0,27.51,85.97
