nworkers,time,speedup,efficiency
1,243400.0,1.0,100.0
2,123100.0,1.977,98.85
4,61250.0,3.974,99.34
6,41500.0,5.865,97.74
8,33780.0,7.206,90.07
10,25110.0,9.693,96.93
12,21440.0,11.35,94.6
14,18310.0,13.29,94.93
16,16240.0,14.99,93.66
24,10900.0,22.33,93.03
32,8817.0,27.6,86.26
