nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,318300.0,1.919,95.94
4,175100.0,3.488,87.21
6,109200.0,5.59,93.17
8,82970.0,7.361,92.01
10,65180.0,9.369,93.69
12,56340.0,10.84,90.34
14,61590.0,9.915,70.82
16,49810.0,12.26,76.63
24,32440.0,18.82,78.43
32,64900.0,9.41,29.41
