nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1109.0,2.653,132.7
4,586.4,5.016,125.4
6,386.8,7.604,126.7
8,295.8,9.944,124.3
10,249.5,11.79,117.9
12,213.1,13.8,115.0
14,194.5,15.12,108.0
16,173.9,16.91,105.7
24,135.2,21.75,90.62
32,119.3,24.66,77.07
