nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,8411.0,1.866,93.29
4,4418.0,3.552,88.79
6,2986.0,5.255,87.58
8,2428.0,6.463,80.79
10,1704.0,9.21,92.1
12,1510.0,10.39,86.61
14,1262.0,12.44,88.84
16,1113.0,14.1,88.14
24,919.5,17.07,71.11
32,883.2,17.77,55.53
