nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1219.0,2.413,120.6
4,581.3,5.06,126.5
6,387.0,7.599,126.7
8,296.5,9.919,124.0
10,253.5,11.6,116.0
12,218.0,13.49,112.4
14,200.3,14.68,104.9
16,180.2,16.33,102.0
24,144.5,20.35,84.81
32,136.1,21.62,67.56
