nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,7525.0,2.086,104.3
4,3743.0,4.193,104.8
6,2544.0,6.168,102.8
8,1967.0,7.979,99.74
10,1556.0,10.08,100.8
12,1294.0,12.13,101.1
14,1117.0,14.05,100.4
16,984.8,15.94,99.59
24,711.4,22.06,91.92
32,578.7,27.12,84.74
