nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1118.0,2.63,131.5
4,566.9,5.188,129.7
6,384.7,7.646,127.4
8,299.8,9.811,122.6
10,248.0,11.86,118.6
12,217.6,13.52,112.6
14,194.8,15.1,107.8
16,173.7,16.93,105.8
24,134.9,21.81,90.88
32,118.2,24.88,77.76
