nworkers,time,speedup,efficiency
1,203.2,1.0,100.0
2,131.5,1.545,77.27
4,84.43,2.407,60.18
6,78.64,2.584,43.07
8,73.81,2.753,34.41
10,67.73,3.001,30.01
12,84.72,2.399,19.99
14,79.61,2.553,18.23
16,81.66,2.489,15.55
24,113.7,1.787,7.446
32,130.9,1.552,4.851
