nworkers,time,speedup,efficiency
1,15690.0,1.0,100.0
2,7360.0,2.132,106.6
4,3800.0,4.129,103.2
6,2482.0,6.322,105.4
8,1906.0,8.232,102.9
10,1529.0,10.26,102.6
12,1289.0,12.17,101.4
14,1132.0,13.86,99.0
16,1001.0,15.67,97.96
24,714.3,21.97,91.52
32,572.2,27.42,85.69
