nworkers,time,speedup,efficiency
1,2941.0,1.0,100.0
2,1094.0,2.688,134.4
4,570.4,5.156,128.9
6,384.3,7.654,127.6
8,298.4,9.858,123.2
10,247.7,11.88,118.8
12,217.5,13.52,112.7
14,192.8,15.26,109.0
16,172.4,17.06,106.6
24,135.7,21.68,90.33
32,119.4,24.64,77.0
