500,1,1,32.4645,94.135
500,1,4,32.2078,93.383
500,1,8,32.2334,93.626
1000,1,1,247.43,308.777
1000,1,4,246.915,307.438
1000,1,8,246.904,308.51
2000,1,1,1943.79,2006.63
2000,1,4,1944.95,2007.79
2000,1,8,1949.15,2011.66
3000,1,1,7060.55,7123.7
3000,1,4,7028.9,7092.83
3000,1,8,7079.03,7141.87
4000,1,1,38353.9,38416.8
4000,1,4,38371.8,38446.8
4000,1,8,38434.4,38497.8
6000,1,1,145132,145196
6000,1,4,145241,145304
6000,1,8,145362,145425
500,1,1,35.264,97.099
500,1,4,30.9828,92.274
500,1,8,30.3018,91.026
500,2,1,27.7437,86.371
500,2,4,23.0257,85.657
500,2,8,22.1407,85.772
500,4,1,18.8432,91.734
500,4,4,16.0356,81.385
500,4,8,15.6755,81.884
500,6,1,15.7176,78.13
500,6,4,13.845,83.539
500,6,8,13.5642,89.322
500,8,1,14.8932,80.391
500,8,4,13.143,86.253
500,8,8,13.3731,86.548
500,10,1,14.6022,83.539
500,10,4,13.0442,88.675
500,10,8,13.2748,94.935
500,12,1,15.2046,86.555
500,12,4,13.4995,93.668
500,12,8,13.8701,96.267
500,14,1,16.0275,102.721
500,14,4,14.2717,98.383
500,14,8,14.6178,89.502
500,16,1,17.4061,108.708
500,16,4,15.2982,106.25
500,16,8,15.3131,105.926
1000,1,1,259.765,322.511
1000,1,4,224.305,285.306
1000,1,8,219.247,280.526
1000,2,1,194.281,256.98
1000,2,4,160.252,223.424
1000,2,8,155.17,218.297
1000,4,1,127.489,189.046
1000,4,4,105.791,172.568
1000,4,8,103.941,170.464
1000,6,1,101.309,164.178
1000,6,4,83.943,153.357
1000,6,8,85.0913,154.644
1000,8,1,89.9768,156.404
1000,8,4,76.2338,149.283
1000,8,8,77.8499,150.045
1000,10,1,83.0575,151.453
1000,10,4,71.2841,147.115
1000,10,8,74.4265,150.512
1000,12,1,77.6189,148.179
1000,12,4,67.6169,153.607
1000,12,8,71.4316,142.236
1000,14,1,79.2537,165.146
1000,14,4,69.7788,143.74
1000,14,8,74.5668,158.123
1000,16,1,82.2468,176.907
1000,16,4,72.8717,165.651
1000,16,8,77.6808,168.514
2000,1,1,1988.89,2051.54
2000,1,4,1745.69,1808.93
2000,1,8,1706.17,1768.8
2000,2,1,1422.7,1486.83
2000,2,4,1209.5,1285.86
2000,2,8,1181.26,1245.69
2000,4,1,890.108,951.939
2000,4,4,760.722,827.381
2000,4,8,751.112,817.467
2000,6,1,678.636,741.143
2000,6,4,582.71,671.674
2000,6,8,582.061,652.396
2000,8,1,573.12,639.487
2000,8,4,497.176,563.352
2000,8,8,505.144,577.9
2000,10,1,522.841,592.496
2000,10,4,447.062,528.349
2000,10,8,457.481,533.684
2000,12,1,458.596,540.674
2000,12,4,401.904,481.531
2000,12,8,423.815,507.282
2000,14,1,432.941,519.861
2000,14,4,386.038,471.338
2000,14,8,416.451,490.918
2000,16,1,421.666,509.021
2000,16,4,380.336,471.784
2000,16,8,416.641,522.352
3000,1,1,7105.23,7168.42
3000,1,4,6222.53,6285.76
3000,1,8,6061.25,6124.77
3000,2,1,5478.54,5542.99
3000,2,4,4439.04,4503.14
3000,2,8,4255.25,4319.89
3000,4,1,3672.42,3738.22
3000,4,4,2831.13,2893.03
3000,4,8,2692.13,2755.39
3000,6,1,2916.1,2991.57
3000,6,4,2152.49,2222.05
3000,6,8,2040.6,2105.49
3000,8,1,2537.31,2602.73
3000,8,4,1798.34,1864.66
3000,8,8,1723.67,1790.41
3000,10,1,2212.67,2281.98
3000,10,4,1574.99,1643.51
3000,10,8,1523.82,1593.9
3000,12,1,1326.54,1398.54
3000,12,4,1213.86,1289.03
3000,12,8,1284.65,1359.44
3000,14,1,1217.63,1302.44
3000,14,4,1131.47,1210.12
3000,14,8,1221.79,1307.39
3000,16,1,1156.43,1236.28
3000,16,4,1093.77,1185.89
3000,16,8,1198.92,1289.04
4000,1,1,38464.1,38527
4000,1,4,27537.7,27600.8
4000,1,8,25550.2,25614.1
4000,2,1,28174.2,28245.9
4000,2,4,19110,19174
4000,2,8,17474.5,17538.8
4000,4,1,18472.2,18533.3
4000,4,4,11763.1,11825.5
4000,4,8,10648.5,10711.5
4000,6,1,14141,14205.6
4000,6,4,8750.23,8814.31
4000,6,8,7940.17,8004.42
4000,8,1,11731.4,11797.7
4000,8,4,7203.95,7269.65
4000,8,8,6603.19,6681.84
4000,10,1,10187.6,10256.9
4000,10,4,6240.09,6310.83
4000,10,8,5811,5880.84
4000,12,1,5571.43,5645.37
4000,12,4,4395.08,4465.22
4000,12,8,4658.64,4730.8
4000,14,1,4933.4,5011.86
4000,14,4,4123.83,4201.74
4000,14,8,4371.49,4446.92
4000,16,1,5166.75,5247.96
4000,16,4,4132.4,4226.39
4000,16,8,4297.9,4391.12
6000,1,1,144978,145041
6000,1,4,94117.8,94180.9
6000,1,8,85235.7,85298.8
6000,2,1,102863,102936
6000,2,4,64379.9,64443.2
6000,2,8,57782.9,57848.2
6000,4,1,63763.3,63825.4
6000,4,4,38804.1,38866.5
6000,4,8,34674.8,34736.4
6000,6,1,47171.1,47235.5
6000,6,4,28389.5,28452.6
6000,6,8,25488.3,25552.6
6000,8,1,38437.4,38503.6
6000,8,4,23009.4,23075.8
6000,8,8,20877.2,20943.5
6000,10,1,33069.2,33137.7
6000,10,4,19685.9,19755.2
6000,10,8,18059.8,18128.9
6000,12,1,20842.9,20918.3
6000,12,4,15416.3,15490.2
6000,12,8,15155,15230.3
6000,14,1,22145.5,22225.1
6000,14,4,14426.8,14513.9
6000,14,8,13920.7,13997.9
6000,16,1,20978,21071.2
6000,16,4,13537.2,13620.2
6000,16,8,13161.7,13247.5
8000,1,1,382544,382608
8000,1,4,382515,382578
8000,1,8,382447,382510
8000,1,1,383333,383396
8000,1,4,248697,248761
8000,1,8,225543,225606
8000,2,1,266846,266906
8000,2,4,168895,168960
8000,2,8,152148,152209
8000,4,1,164993,165054
8000,4,4,101226,101288
8000,4,8,90603.8,90665.4
8000,6,1,121603,121666
8000,6,4,73884.1,73946.3
8000,6,8,66307,66370.6
8000,8,1,98621.1,98686.8
8000,8,4,59683.4,59750.6
8000,8,8,53916.3,53981.8
8000,10,1,84416.2,84486.1
8000,10,4,50909.4,50979.5
8000,10,8,46537,46605.9
8000,12,1,63117.5,63194.5
8000,12,4,41517.2,41606.3
8000,12,8,39153.6,39229.4
8000,14,1,58625.3,58710.4
8000,14,4,37010.4,37098.8
8000,14,8,34793.4,34877.9
8000,16,1,53978.6,54070.1
8000,16,4,34079.7,34169
8000,16,8,32399.1,32492.9
8000,1,1,382476,382539
8000,1,4,382494,382557
8000,1,8,382451,382514
8000,1,1,382801,382863
8000,1,4,248708,248771
8000,1,8,225507,225571
8000,2,1,266579,266644
8000,2,4,168884,168948
8000,2,8,152063,152128
8000,4,1,164832,164893
8000,4,4,101303,101364
8000,4,8,90570.3,90632.4
8000,6,1,121581,121645
8000,6,4,73840.4,73903.6
8000,6,8,66270.3,66334.3
8000,8,1,98565.4,98630.5
8000,8,4,59655,59721.2
8000,8,8,53942.6,54007.7
8000,10,1,84415.7,84484.1
8000,10,4,50915,50982.7
8000,10,8,46511.6,46579.8
8000,12,1,62923.2,62996.4
8000,12,4,41437.1,41508.3
8000,12,8,39069.3,39141.4
8000,14,1,58518.3,58604.4
8000,14,4,36970.7,37061.7
8000,14,8,34792.1,34880.5
8000,16,1,53994.2,54091.9
8000,16,4,34069.4,34156.9
8000,16,8,32382.4,32481.3
2000,1,16,1957.38,2020.05
2000,1,32,1944.83,2008.03
2000,1,64,1949.18,2011.87
2000,1,128,1945.35,2007.8
2000,1,16,1790.98,1854.81
2000,1,32,1851.88,1914.72
2000,1,64,1880.19,1942.62
2000,1,128,1889.95,1953.9
2000,2,16,1233.91,1297.81
2000,2,32,1269.23,1333.68
2000,2,64,1286.72,1350.95
2000,2,128,1329.6,1394
2000,4,16,796.951,859.991
2000,4,32,834.11,895.993
2000,4,64,867.917,929.858
2000,4,128,942.587,1003.94
2000,6,16,634.24,698.103
2000,6,32,683.172,751.763
2000,6,64,736.637,805.699
2000,6,128,766.674,835.581
2000,8,16,565.334,629.49
2000,8,32,627.331,704.435
2000,8,64,678.497,750.093
2000,8,128,611.853,690.213
2000,10,16,526.996,595.481
2000,10,32,597.947,666.428
2000,10,64,630.472,698.585
2000,10,128,486.421,561.753
2000,12,16,503.529,587.903
