nworkers,time,speedup,efficiency
1,203.2,1.0,100.0
2,113.2,1.795,89.73
4,63.31,3.21,80.25
6,46.73,4.349,72.48
8,39.68,5.122,64.02
10,37.71,5.39,53.9
12,35.6,5.709,47.58
14,36.27,5.603,40.02
16,36.05,5.638,35.23
24,36.68,5.541,23.09
32,41.41,4.908,15.34
