6000,1,2,1,128,248297,3687649
6000,1,2,4,128,245506,3687649
6000,1,2,8,128,255762,3687649
6000,2,2,1,128,126640,3687649
6000,2,2,4,128,121720,3687649
6000,2,2,8,128,127068,3687649
6000,4,2,1,128,62934.3,3687649
6000,4,2,4,128,62197.2,3687649
6000,4,2,8,128,61730.1,3687649
6000,6,2,1,128,42031.7,3687649
6000,6,2,4,128,41843.6,3687649
6000,6,2,8,128,41570.8,3687649
6000,8,2,1,128,32071.5,3687649
6000,8,2,4,128,31600.3,3687649
6000,8,2,8,128,31429.3,3687649
6000,10,2,1,128,26060,3687649
6000,10,2,4,128,25083.5,3687649
6000,10,2,8,128,25090.3,3687649
6000,12,2,1,128,22219,3687649
6000,12,2,4,128,20838.1,3687649
6000,12,2,8,128,21444,3687649
6000,14,2,1,128,20175.5,3687649
6000,14,2,4,128,18178,3687649
6000,14,2,8,128,18742.6,3687649
6000,16,2,1,128,18314.7,3687649
6000,16,2,4,128,16194.2,3687649
6000,16,2,8,128,16227.2,3687649
6000,1,3,1,128,249695,3687649
6000,1,3,4,128,246608,3687649
6000,1,3,8,128,245931,3687649
6000,2,3,1,128,122152,3687649
6000,2,3,4,128,122109,3687649
6000,2,3,8,128,122490,3687649
6000,4,3,1,128,61591.7,3687649
6000,4,3,4,128,62469,3687649
6000,4,3,8,128,61538.1,3687649
6000,6,3,1,128,42058.5,3687649
6000,6,3,4,128,41188.3,3687649
6000,6,3,8,128,41451.9,3687649
6000,8,3,1,128,32417.4,3687649
6000,8,3,4,128,31522.2,3687649
6000,8,3,8,128,31742.6,3687649
6000,10,3,1,128,26094.4,3687649
6000,10,3,4,128,25381.8,3687649
6000,10,3,8,128,25263.2,3687649
6000,12,3,1,128,22367.5,3687649
6000,12,3,4,128,20864.5,3687649
6000,12,3,8,128,21197.2,3687649
6000,14,3,1,128,19949.7,3687649
6000,14,3,4,128,18318.4,3687649
6000,14,3,8,128,18551.8,3687649
6000,16,3,1,128,17875.2,3687649
6000,16,3,4,128,16499,3687649
6000,16,3,8,128,16147.1,3687649
6000,20,1,1,128,14896.8,3687649
6000,20,1,4,128,13163.5,3687649
6000,20,1,8,128,13162.9,3687649
6000,24,1,1,128,12810.4,3687649
6000,24,1,4,128,11294.3,3687649
6000,24,1,8,128,11113.8,3687649
6000,28,1,1,128,11953.2,3687649
6000,28,1,4,128,9838.61,3687649
6000,28,1,8,128,9844.4,3687649
6000,32,1,1,128,12311.3,3687649
6000,32,1,4,128,9139.17,3687649
6000,32,1,8,128,8751.34,3687649
6000,20,2,1,128,15028.1,3687649
6000,20,2,4,128,13252.8,3687649
6000,20,2,8,128,13204.3,3687649
6000,24,2,1,128,12871.9,3687649
6000,24,2,4,128,11200.2,3687649
6000,24,2,8,128,11121.2,3687649
6000,28,2,1,128,12088.4,3687649
6000,28,2,4,128,9864.71,3687649
6000,28,2,8,128,9776.8,3687649
6000,32,2,1,128,12000.4,3687649
6000,32,2,4,128,9081.82,3687649
6000,32,2,8,128,8840.79,3687649
6000,20,3,1,128,14905.5,3687649
6000,20,3,4,128,13368.6,3687649
6000,20,3,8,128,13179,3687649
6000,24,3,1,128,12914.5,3687649
6000,24,3,4,128,11166.7,3687649
6000,24,3,8,128,11223.7,3687649
6000,28,3,1,128,12288.9,3687649
6000,28,3,4,128,9939.26,3687649
6000,28,3,8,128,9675.94,3687649
6000,32,3,1,128,12657.2,3687649
6000,32,3,4,128,9126.17,3687649
6000,32,3,8,128,8795.78,3687649
6000,1,1,1,128,243556,3687649
6000,1,1,4,128,255664,3687649
6000,1,1,8,128,244401,3687649
6000,2,1,1,128,122196,3687649
6000,2,1,4,128,121688,3687649
6000,2,1,8,128,122048,3687649
6000,4,1,1,128,63303.9,3687649
6000,4,1,4,128,61653.4,3687649
6000,4,1,8,128,61747.3,3687649
6000,6,1,1,128,41978.7,3687649
6000,6,1,4,128,41660.9,3687649
6000,6,1,8,128,41183.3,3687649
6000,8,1,1,128,32140.4,3687649
6000,8,1,4,128,31437.8,3687649
6000,8,1,8,128,31527.8,3687649
6000,10,1,1,128,26011.5,3687649
6000,10,1,4,128,25257.5,3687649
6000,10,1,8,128,25267,3687649
6000,12,1,1,128,22165.3,3687649
6000,12,1,4,128,20824.1,3687649
6000,12,1,8,128,21205.9,3687649
6000,14,1,1,128,19931,3687649
6000,14,1,4,128,18154.6,3687649
6000,14,1,8,128,18144.2,3687649
6000,16,1,1,128,17917.1,3687649
6000,16,1,4,128,16165.2,3687649
6000,16,1,8,128,16138.2,3687649
6000,20,1,1,128,14924.8,3687649
6000,20,1,4,128,13160,3687649
6000,20,1,8,128,13115.9,3687649
6000,24,1,1,128,12730.4,3687649
6000,24,1,4,128,11119.6,3687649
6000,24,1,8,128,11116.3,3687649
6000,28,1,1,128,12150.5,3687649
6000,28,1,4,128,9862.19,3687649
6000,28,1,8,128,9711.57,3687649
6000,32,1,1,128,12192.9,3687649
6000,32,1,4,128,9110.67,3687649
6000,32,1,8,128,8778.34,3687649
