nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,312800.0,1.952,97.61
4,162700.0,3.754,93.86
6,105100.0,5.811,96.85
8,83610.0,7.304,91.3
10,63810.0,9.571,95.71
12,53250.0,11.47,95.57
14,48740.0,12.53,89.51
16,45340.0,13.47,84.19
24,30190.0,20.23,84.29
32,24060.0,25.38,79.32
