nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,26130.0,2.021,101.1
4,13190.0,4.005,100.1
6,8966.0,5.89,98.17
8,6762.0,7.811,97.64
10,5470.0,9.655,96.55
12,4566.0,11.57,96.39
14,3946.0,13.39,95.61
16,3492.0,15.12,94.52
24,2425.0,21.78,90.73
32,1920.0,27.51,85.97
