nworkers,time,speedup,efficiency
1,610700.0,1.0,100.0
2,312600.0,1.954,97.68
4,162700.0,3.753,93.83
6,105000.0,5.815,96.91
8,81540.0,7.489,93.62
10,63310.0,9.647,96.47
12,55770.0,10.95,91.25
14,49230.0,12.41,88.61
16,44770.0,13.64,85.26
24,27960.0,21.84,91.01
32,36580.0,16.69,52.17
