nworkers,time,speedup,efficiency
1,243400.0,1.0,100.0
2,121800.0,1.999,99.93
4,61450.0,3.961,99.02
6,41370.0,5.883,98.06
8,31010.0,7.849,98.11
10,25080.0,9.703,97.03
12,20800.0,11.7,97.53
14,19220.0,12.66,90.46
16,16230.0,15.0,93.74
24,11490.0,21.18,88.23
32,9041.0,26.92,84.13
