nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,26200.0,2.016,100.8
4,13190.0,4.004,100.1
6,9390.0,5.625,93.74
8,6866.0,7.692,96.15
10,5631.0,9.379,93.79
12,4574.0,11.55,96.21
14,3930.0,13.44,96.0
16,3497.0,15.1,94.39
24,2417.0,21.85,91.04
32,1912.0,27.63,86.34
