nworkers,time,speedup,efficiency
1,52820.0,1.0,100.0
2,29270.0,1.805,90.24
4,14400.0,3.667,91.67
6,10460.0,5.049,84.15
8,9769.0,5.406,67.58
10,6571.0,8.037,80.37
12,5472.0,9.652,80.43
14,4404.0,11.99,85.66
16,3780.0,13.97,87.33
24,2827.0,18.69,77.86
32,2664.0,19.82,61.95
